48670179651610,0.0112919,-5.889E-5,-0.0150814,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48670187853226,0.01099786,4.029E-5,-0.01608467,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,3.698938E-7,1.3550837E-9,-5.409797E-7,9.020022E-5,3.304431E-7,-1.3192027E-4
48670197853226,0.01096161,0.00390573,-0.02609539,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,5.480805E-7,1.952865E-7,-1.3047695E-6,1.096161E-4,3.90573E-5,-2.609539E-4
48670212490533,0.01096161,0.00390573,-0.02609539,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,1.1742666E-6,4.184028E-7,-2.7954786E-6,1.6044846E-4,5.716937E-5,-3.8196624E-4
48670228036149,0.00302101,0.01171084,-0.03109455,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,3.6503795E-7,1.415057E-6,-3.7572504E-6,4.696346E-5,1.8205223E-4,-4.8338392E-4
48670238036149,-0.00267602,0.0012598,-0.02708912,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-1.33801E-7,6.299E-8,-1.354456E-6,-2.6760199E-5,1.25980005E-5,-2.708912E-4
48670247639072,-0.00267602,0.0012598,-0.02708912,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-1.233861E-7,5.808694E-8,-1.2490269E-6,-2.5697613E-5,1.2097763E-5,-2.6013475E-4
48670257851610,-0.00578811,-0.00192649,-0.01908969,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-3.0183816E-7,-1.0046253E-7,-9.954884E-7,-5.9111295E-5,-1.9674351E-5,-1.9495418E-4
48670268129303,-0.00853448,-0.0127688,-0.01008796,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-4.5075274E-7,-6.7439044E-7,-5.328006E-7,-8.771477E-5,-1.3123381E-4,-1.0368096E-4
48670283591380,0.00143413,0.00927581,0.00991249,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,1.7143292E-7,1.1088109E-6,1.1849183E-6,2.2174629E-5,1.4342328E-4,1.5326768E-4
48670293591380,0.01104407,0.0110827,-0.02109146,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,5.522035E-7,5.54135E-7,-1.054573E-6,1.104407E-4,1.10827E-4,-2.1091459E-4
48670302447226,0.01104407,0.0110827,-0.02109146,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,4.3307114E-7,4.3458596E-7,-8.2705947E-7,9.780458E-5,9.814669E-5,-1.8678271E-4
48670307634072,0.00890313,0.00499891,-0.03109264,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,1.197621E-7,6.724376E-8,-4.1824842E-7,4.6179164E-5,2.5928575E-5,-1.6127274E-4
48670317634072,8.8179E-4,-9.9606E-4,-0.02609253,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,4.40895E-8,-4.9803E-8,-1.3046264E-6,8.8178995E-6,-9.9605995E-6,-2.609253E-4
48670327640918,-2.1608E-4,8.8193E-4,-0.01409339,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-1.0818798E-8,4.41569E-8,-7.0563465E-7,-2.1622793E-6,8.825337E-6,-1.4103038E-4
48670338428226,0.00341598,0.00469559,-0.0290966,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,1.9875199E-7,2.7320357E-7,-1.6929278E-6,3.684923E-5,5.065278E-5,-3.1387398E-4
48670347652072,-0.00144292,0.00964333,-0.0310955,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-6.138133E-8,4.1022403E-7,-1.3227921E-6,-1.3309271E-5,8.894859E-5,-2.8682008E-4
48670357638303,-0.00318673,0.01054669,-0.0170927,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-1.5889803E-7,5.2588337E-7,-8.522831E-7,-3.1823423E-5,1.05321684E-4,-1.7069164E-4
48670373625303,-0.0053294,0.00249509,-0.02109336,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-6.810551E-7,3.1885276E-7,-2.6955643E-6,-8.5201114E-5,3.9889004E-5,-3.3721954E-4
48670377630995,-0.00326746,4.8511E-4,-0.02209186,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-2.6214126E-8,3.8919326E-9,-1.7723822E-7,-1.3088438E-5,1.9432014E-6,-8.849319E-5
48670393567610,-0.00263257,-0.00717867,-0.02009677,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-3.343044E-7,-9.1160376E-7,-2.5520453E-6,-4.1954256E-5,-1.14403694E-4,-3.2027447E-4
48670397619303,-0.00356533,-0.01098503,-0.02209663,0.99988455,-5.639419E-4,0.0073000453,0.013318752,0.0,0.0,0.0,0.0,0.0,0.0,-2.926461E-8,-9.01663E-8,-1.813715E-7,-1.4445622E-5,-4.4507968E-5,-8.952876E-5
