50323275909324,-0.0315791,0.02243384,-0.07404518,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07187174,0.1018097,0.130121
50323285483170,-0.0172792,0.00406783,-0.18379211,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020395754,0.0048015215,-0.21694168,-3.6066875E-4,8.4907835E-5,-0.0038362942,-7.91893E-7,1.8642564E-7,-8.423057E-6,-1.654284E-4,3.8944778E-5,-0.0017595974,0.07186967,0.10148365,0.12924868
50323295775709,-0.00592646,-0.01427614,-0.21364498,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020397274,0.004798335,-0.2169919,-4.2178613E-4,-6.187295E-5,-0.006035271,-0.020399781,0.0048016394,-0.21699248,-4.2166706E-4,-6.2029896E-5,-0.0060352436,0.07177716,0.10062328,0.12891436
50323308518094,-0.00842621,-0.02054646,-0.19271185,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020400502,0.0047898935,-0.2170787,-5.294911E-4,-3.229751E-4,-0.008491562,-0.020403331,0.0047958787,-0.21708445,-5.291561E-4,-3.2368387E-4,-0.00849088,0.07123786,0.099504694,0.1287431
50323315509786,-0.01013323,-0.01209342,-0.12379742,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020400964,0.004781605,-0.21710938,-6.0088944E-4,-4.0662484E-4,-0.009362113,-0.020404452,0.00478734,-0.21714109,-6.0033955E-4,-4.0752857E-4,-0.009357115,0.070179865,0.09828461,0.12849993
50323325688786,-0.01259824,-0.0023809,-0.07393551,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020404335,0.0047742287,-0.21714617,-7.298577E-4,-4.3019018E-4,-0.01012811,-0.020407733,0.0047773425,-0.2172085,-7.291269E-4,-4.3086003E-4,-0.010114702,0.069238365,0.09698884,0.12830344
50323335979786,-0.00962898,0.04054916,0.07684707,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020407189,0.004789095,-0.2171054,-8.30366E-4,-1.7598119E-5,-0.009375906,-0.020412356,0.004771949,-0.21724634,-8.2894956E-4,-1.2898789E-5,-0.009337276,0.06865561,0.095716074,0.1283693
50323345497940,0.00584393,0.06173748,0.13272858,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020403339,0.0048166392,-0.21703555,-7.785284E-4,5.618187E-4,-0.008163024,-0.020414827,0.004791724,-0.21718864,-7.7474257E-4,5.7002873E-4,-0.008112575,0.0681334,0.09464413,0.12823495
50323355516863,0.00711819,0.05917009,0.13764954,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.02040101,0.0048445263,-0.2169845,-7.110129E-4,0.0011471355,-0.006832908,-0.020410782,0.0048252377,-0.21711041,-7.072118E-4,0.0011546393,-0.0067839236,0.06736878,0.09383942,0.12762663
50323371880247,0.01857239,-0.01620456,0.10268784,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020405767,0.004858755,-0.21704653,-4.0925416E-4,8.83135E-4,-0.0051702103,-0.020410158,0.0048611276,-0.21708255,-4.0710578E-4,8.8197406E-4,-0.0051525873,0.066542886,0.09348886,0.12705863
50323376396170,0.02021122,-0.01367539,0.10283279,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020401938,0.004860108,-0.21702576,-3.2081446E-4,8.2267076E-4,-0.004728134,-0.020407408,0.004862604,-0.21706884,-3.1798185E-4,8.21378E-4,-0.0047058254,0.06619037,0.09348727,0.12680589
50323393985017,0.01386234,-0.03216245,9.4127E-4,-0.999711,0.012048841,-0.020802714,-2.0133842E-4,-0.020419046,0.0048843115,-0.21719538,-6.837925E-5,2.4766286E-4,-0.0046567735,-0.020405436,0.0048696026,-0.21710877,-7.69919E-5,2.5697035E-4,-0.004711578,0.06617473,0.093369074,0.12679853
