50809250071738,-0.00749836,-0.00195088,-0.0111103,0.9998248,-0.009807625,0.010203164,0.012245592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008183364,0.0071553476,0.011788894
50809266947123,-0.01112046,0.00969953,-0.00411033,0.9998248,-0.009807625,0.010203164,0.012245592,-1.5834345E-6,1.3811092E-6,-5.8526695E-7,-1.8766204E-4,1.6368329E-4,-6.936339E-5,-1.5834345E-6,1.3811092E-6,-5.8526695E-7,-1.8766204E-4,1.6368329E-4,-6.936339E-5,0.008179067,0.007161805,0.011793804
50809270081046,-0.00694459,0.01043656,-0.00111103,0.9998248,-0.009807625,0.010203164,0.012245592,-2.2056558E-6,1.9453312E-6,-8.0810247E-7,-2.0942585E-4,1.9639067E-4,-7.284527E-5,-2.2056558E-6,1.9453312E-6,-8.0810247E-7,-2.0942585E-4,1.9639067E-4,-7.284527E-5,0.008166656,0.007162887,0.011795198
50809280169430,7.8833E-4,0.00518941,-0.00512123,0.9998248,-0.009807625,0.010203164,0.012245592,-4.278308E-6,4.190673E-6,-1.8036014E-6,-2.0147288E-4,2.4874342E-4,-1.245102E-4,-4.278308E-6,4.190673E-6,-1.8036014E-6,-2.0147288E-4,2.4874342E-4,-1.245102E-4,0.0081542935,0.007161292,0.01179638
50809290876661,0.0035407,0.00124514,-0.00612545,0.9998248,-0.009807625,0.010203164,0.012245592,-6.2325635E-6,6.9254006E-6,-3.4878863E-6,-1.6356178E-4,2.6207542E-4,-1.9009682E-4,-6.2325635E-6,6.9254006E-6,-3.4878863E-6,-1.6356178E-4,2.6207542E-4,-1.9009682E-4,0.008130032,0.00716038,0.011798009
50809300799815,-0.00533084,-0.00356389,-0.00711917,0.9998248,-0.009807625,0.010203164,0.012245592,-8.118073E-6,9.350549E-6,-5.724755E-6,-2.1646052E-4,2.267104E-4,-2.6074145E-4,-8.118073E-6,9.350549E-6,-5.724755E-6,-2.1646052E-4,2.267104E-4,-2.6074145E-4,0.008103891,0.007160539,0.011800104
50809317596892,-0.00627988,-0.00630332,-0.00611305,0.9998248,-0.009807625,0.010203164,0.012245592,-1.2639886E-5,1.22694055E-5,-1.0966823E-5,-3.2194416E-4,1.2083304E-4,-3.6342282E-4,-1.2639886E-5,1.22694055E-5,-1.0966823E-5,-3.2194416E-4,1.2083304E-4,-3.6342282E-4,0.0080751125,0.0071632583,0.011805093
50809320218276,-0.00515072,-0.00712497,-0.00210762,0.9998248,-0.009807625,0.010203164,0.012245592,-1.35015225E-5,1.2561675E-5,-1.1926735E-5,-3.3544618E-4,1.0215576E-4,-3.689477E-4,-1.35015225E-5,1.2561675E-5,-1.1926735E-5,-3.3544618E-4,1.0215576E-4,-3.689477E-4,0.008049273,0.0071638674,0.0118066175
50809330218276,0.00570631,0.00387512,-0.00411033,0.9998248,-0.009807625,0.010203164,0.012245592,-1.6570668E-5,1.3776988E-5,-1.5821728E-5,-2.783831E-4,1.4090697E-4,-4.1005097E-4,-1.6570668E-5,1.3776988E-5,-1.5821728E-5,-2.783831E-4,1.4090697E-4,-4.1005097E-4,0.008025136,0.00716445,0.011805945
50809343051276,0.00557403,0.00378592,-0.00411415,0.9998248,-0.009807625,0.010203164,0.012245592,-1.9684176E-5,1.589699E-5,-2.1422682E-5,-2.0685156E-4,1.8949168E-4,-4.6284785E-4,-1.9684176E-5,1.589699E-5,-2.1422682E-5,-2.0685156E-4,1.8949168E-4,-4.6284785E-4,0.007995072,0.0071614096,0.011802891
