-0.9674843549728394,0.0030949299689382315,0.0030949299689382315
-0.9671469330787659,9.503999899607152E-5,9.503999899607152E-5
-0.9665257930755615,-0.005793340038508177,-0.005793340038508177
-0.9656180143356323,-0.006782489828765392,-0.006782489828765392
-0.9647526741027832,-0.002776609966531396,-0.002776609966531396
-0.9645068645477295,-0.0026651499792933464,-0.0026651499792933464
-0.9640559554100037,-0.014473630115389824,-0.014473630115389824
-0.9639536738395691,-0.016297459602355957,-0.016297459602355957
-0.9634990096092224,-0.014331580139696598,-0.014331580139696598
-0.9634990096092224,-0.014262080192565918,-0.014262080192565918
-0.9640291929244995,0.009762159548699856,0.009762159548699856
-0.9640291929244995,0.009820080362260342,0.009820080362260342
-0.9636610746383667,-0.011350080370903015,-0.011350080370903015
-0.9636610746383667,-0.012255510315299034,-0.012255510315299034
-0.9661681056022644,-0.010199099779129028,-0.010199099779129028
-0.9663296341896057,-0.007239719852805138,-0.007239719852805138
-0.9668763875961304,-0.003993529826402664,-0.003993529826402664
-0.9664869904518127,-0.0018303199904039502,-0.0018303199904039502
-0.9660655856132507,-0.005639419890940189,-0.005639419890940189
-0.9666633605957031,-0.004478729795664549,-0.004478729795664549
-0.9666995406150818,-0.006216110195964575,-0.006216110195964575
-0.9671719670295715,-0.005944469943642616,-0.005944469943642616
-0.9673274159431458,-0.004528789781033993,-0.004528789781033993
-0.9674178957939148,0.0012476700358092785,0.0012476700358092785
-0.9666672348976135,0.0012337400112301111,0.0012337400112301111
-0.9661637544631958,-0.002727240091189742,-0.002727240091189742
-0.9658077955245972,-0.002800170099362731,-0.002800170099362731
-0.9658077955245972,0.0011813800083473325,0.0011813800083473325
-0.9650723934173584,0.0010081300279125571,0.0010081300279125571
-0.9651034474372864,0.001884549972601235,0.001884549972601235
-0.9645878076553345,-0.0028588399291038513,-0.0028588399291038513
-0.9658634662628174,-0.008667320013046265,-0.008667320013046265
-0.9659105539321899,-0.006692479830235243,-0.006692479830235243
